Author,Year,Specimen,D,D_units,t,t_units,Fy,Fy_units,Fu,Fu_units,fc,fc_units,fc_type,Pexp,Pexp_units,d_at_Pexp,d_at_Pexp_units,et,et_units,eb,eb_units,L,L_units,Tags,Notes
Kilpatrick & Rangan,1999,SC-0,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,246,kN,8,mm,15,mm,,,802,mm,,
Kilpatrick & Rangan,1999,SC-1,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,208,kN,11,mm,15,mm,,,1032,mm,,
Kilpatrick & Rangan,1999,SC-2,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,184,kN,11,mm,15,mm,,,1262,mm,,
Kilpatrick & Rangan,1999,SC-3,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,162,kN,15,mm,15,mm,,,1487,mm,,
Kilpatrick & Rangan,1999,SC-4,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,141,kN,20,mm,15,mm,,,1717,mm,,
Kilpatrick & Rangan,1999,SC-5,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,121,kN,20,mm,15,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-6,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,107,kN,26,mm,15,mm,,,2172,mm,,
Kilpatrick & Rangan,1999,SC-7,76,mm,2.2,mm,435,MPa,495,MPa,58,MPa,Cylinder,96,kN,28,mm,15,mm,,,2402,mm,,
Kilpatrick & Rangan,1999,SC-9,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,361,kN,16,mm,10,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-10,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,309,kN,19,mm,15,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-11,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,275,kN,21,mm,20,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-12,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,240,kN,22,mm,25,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-13,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,220,kN,24,mm,30,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-14,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,188,kN,26,mm,40,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-15,101.7,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,158,kN,29,mm,50,mm,,,1947,mm,,
Kilpatrick & Rangan,1999,SC-16,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,157,kN,,,50,mm,50,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-17,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,183,kN,,,50,mm,30,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-18,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,196,kN,,,50,mm,20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-19,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,215,kN,,,50,mm,10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-20,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,237,kN,,,50,mm,0,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-21,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,256,kN,,,50,mm,-10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-22,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,266,kN,,,50,mm,-20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-23,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,266,kN,,,50,mm,-20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-24,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,197,kN,,,40,mm,30,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-25,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,243,kN,,,40,mm,10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-26,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,260,kN,,,40,mm,0,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-27,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,281,kN,,,40,mm,-10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-28,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,331,kN,,,40,mm,-20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-29,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,244,kN,,,30,mm,20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-30,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,318,kN,,,30,mm,0,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-31,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,340,kN,,,30,mm,-10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-32,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,384,kN,,,30,mm,-20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-33,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,282,kN,,,20,mm,20,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-34,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,367,kN,,,20,mm,0,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-35,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,411,kN,,,20,mm,-10,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-36,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,344,kN,,,40,mm,-30,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-37,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,385,kN,,,40,mm,-40,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-38,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,523,kN,,,0,mm,0,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-39,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,303,kN,,,50,mm,30,mm,2175,mm,,
Kilpatrick & Rangan,1999,SC-40,101.5,mm,2.4,mm,410,MPa,475,MPa,58,MPa,Cylinder,344,kN,,,50,mm,-50,mm,2175,mm,,
Tan et al.,1999,A1-1,125,mm,1,mm,232,MPa,,,84.7,MPa,Cylinder,1275,kN,,,0,mm,,,438,mm,,
Tan et al.,1999,A1-2,125,mm,1,mm,232,MPa,,,84.7,MPa,Cylinder,1239,kN,,,0,mm,,,438,mm,,
Tan et al.,1999,A2-1,127,mm,2,mm,258,MPa,,,84.7,MPa,Cylinder,1491,kN,,,0,mm,,,445,mm,,
Tan et al.,1999,A2-2,127,mm,2,mm,258,MPa,,,84.7,MPa,Cylinder,1339,kN,,,0,mm,,,445,mm,,
Tan et al.,1999,A3-1,133,mm,3.5,mm,352,MPa,,,84.7,MPa,Cylinder,1995,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A3-2,133,mm,3.5,mm,352,MPa,,,84.7,MPa,Cylinder,1991,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A3-3,133,mm,3.5,mm,352,MPa,,,84.7,MPa,Cylinder,1962,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A4-1,133,mm,4.7,mm,352,MPa,,,84.7,MPa,Cylinder,2273,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A4-2,133,mm,4.7,mm,352,MPa,,,84.7,MPa,Cylinder,2158,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A4-3,133,mm,4.7,mm,352,MPa,,,84.7,MPa,Cylinder,2253,kN,,,0,mm,,,465,mm,,
Tan et al.,1999,A5-1,127,mm,7,mm,429,MPa,,,84.7,MPa,Cylinder,3404,kN,,,0,mm,,,445,mm,,
Tan et al.,1999,A5-2,127,mm,7,mm,429,MPa,,,84.7,MPa,Cylinder,3370,kN,,,0,mm,,,445,mm,,
Tan et al.,1999,A5-3,127,mm,7,mm,429,MPa,,,84.7,MPa,Cylinder,3364,kN,,,0,mm,,,445,mm,,
Tan et al.,1999,B-1,108,mm,4.5,mm,358,MPa,,,77.4,MPa,Cylinder,1535,kN,,,0,mm,,,378,mm,,
Tan et al.,1999,B-2,108,mm,4.5,mm,358,MPa,,,77.4,MPa,Cylinder,1578,kN,,,0,mm,,,378,mm,,
Tan et al.,1999,B-3,108,mm,4.5,mm,358,MPa,,,77.4,MPa,Cylinder,1518,kN,,,0,mm,,,378,mm,,
Johansson et al.,2000,LFE,159,mm,4.5,mm,433,MPa,568,MPa,64.5,MPa,Cylinder/150mm,1230,kN,,,10,mm,,,2500,mm,,
O'Shea & Bridge,2000,S30CS50B,165,mm,2.82,mm,363.3,MPa,466.9,MPa,48.3,MPa,Cylinder,1662,kN,,,0,mm,,,580.5,mm,,
O'Shea & Bridge,2000,S20CS50A,190,mm,1.94,mm,256.4,MPa,369,MPa,41,MPa,Cylinder,1678,kN,,,0,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S16CS50B,190,mm,1.52,mm,306.1,MPa,381.2,MPa,48.3,MPa,Cylinder,1695,kN,,,0,mm,,,664.5,mm,,
O'Shea & Bridge,2000,S12CS50A,190,mm,1.13,mm,185.7,MPa,307.6,MPa,41,MPa,Cylinder,1377,kN,,,0,mm,,,664.5,mm,,
O'Shea & Bridge,2000,S10CS50A,190,mm,0.86,mm,210.7,MPa,322.1,MPa,41,MPa,Cylinder,1350,kN,,,0,mm,,,659,mm,,
O'Shea & Bridge,2000,S30CS80A,165,mm,2.82,mm,363.3,MPa,466.9,MPa,80.2,MPa,Cylinder,2295,kN,,,0,mm,,,580.5,mm,,
O'Shea & Bridge,2000,S20CS80B,190,mm,1.94,mm,256.4,MPa,369,MPa,74.7,MPa,Cylinder,2592,kN,,,0,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S16CS80A,190,mm,1.52,mm,306.1,MPa,381.2,MPa,80.2,MPa,Cylinder,2602,kN,,,0,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S12CS80A,190,mm,1.13,mm,185.7,MPa,307.6,MPa,80.2,MPa,Cylinder,2295,kN,,,0,mm,,,662.5,mm,,
O'Shea & Bridge,2000,S10CS80B,190,mm,0.86,mm,210.7,MPa,322.1,MPa,74.7,MPa,Cylinder,2451,kN,,,0,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S30CS10A,165,mm,2.82,mm,363.3,MPa,466.9,MPa,108,MPa,Cylinder,2673,kN,,,0,mm,,,577.5,mm,,
O'Shea & Bridge,2000,S20CS10A,190,mm,1.94,mm,256.4,MPa,369,MPa,108,MPa,Cylinder,3360,kN,,,0,mm,,,660,mm,,
O'Shea & Bridge,2000,S16CS10A,190,mm,1.52,mm,306.1,MPa,381.2,MPa,108,MPa,Cylinder,3260,kN,,,0,mm,,,661.5,mm,,
O'Shea & Bridge,2000,S12CS10A,190,mm,1.13,mm,185.7,MPa,307.6,MPa,108,MPa,Cylinder,3058,kN,,,0,mm,,,660,mm,,
O'Shea & Bridge,2000,S10CS10A,190,mm,0.86,mm,210.7,MPa,322.1,MPa,108,MPa,Cylinder,3070,kN,,,0,mm,,,662,mm,,
O'Shea & Bridge,2000,S30E250B,165,mm,2.82,mm,363.3,MPa,466.9,MPa,48.3,MPa,Cylinder,1525,kN,,,7,mm,,,580.5,mm,,
O'Shea & Bridge,2000,S20E250A,190,mm,1.94,mm,256.4,MPa,369,MPa,41,MPa,Cylinder,1533,kN,,,8.6,mm,,,661,mm,,
O'Shea & Bridge,2000,S12E250A,190,mm,1.13,mm,185.7,MPa,307.6,MPa,41,MPa,Cylinder,1229,kN,,,8.5,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S10E250A,190,mm,0.86,mm,210.7,MPa,322.1,MPa,41,MPa,Cylinder,1219,kN,,,7.4,mm,,,662,mm,,
O'Shea & Bridge,2000,S30E150B,165,mm,2.82,mm,363.3,MPa,466.9,MPa,48.3,MPa,Cylinder,1123,kN,,,17.2,mm,,,580,mm,,
O'Shea & Bridge,2000,S20E150A,190,mm,1.94,mm,256.4,MPa,369,MPa,41,MPa,Cylinder,1284,kN,,,16.2,mm,,,664,mm,,
O'Shea & Bridge,2000,S16E150B,190,mm,1.52,mm,306.1,MPa,381.2,MPa,48.3,MPa,Cylinder,1260,kN,,,15.5,mm,,,662,mm,,
O'Shea & Bridge,2000,S12E150A,190,mm,1.13,mm,185.7,MPa,307.6,MPa,41,MPa,Cylinder,1023,kN,,,18.9,mm,,,664,mm,,
O'Shea & Bridge,2000,S10E150A,190,mm,0.86,mm,210.7,MPa,322.1,MPa,41,MPa,Cylinder,1017,kN,,,13.9,mm,,,663,mm,,
O'Shea & Bridge,2000,S30E280A,165,mm,2.82,mm,363.3,MPa,466.9,MPa,80.2,MPa,Cylinder,1940,kN,,,9.4,mm,,,579.5,mm,,
O'Shea & Bridge,2000,S20E280B,190,mm,1.94,mm,256.4,MPa,369,MPa,74.7,MPa,Cylinder,2203,kN,,,10,mm,,,662.5,mm,,
O'Shea & Bridge,2000,S10E280B,190,mm,0.86,mm,210.7,MPa,322.1,MPa,74.7,MPa,Cylinder,1910,kN,,,8.6,mm,,,665.5,mm,,
O'Shea & Bridge,2000,S30E180A,165,mm,2.82,mm,363.3,MPa,466.9,MPa,80.2,MPa,Cylinder,1653,kN,,,17.9,mm,,,579.5,mm,,
O'Shea & Bridge,2000,S20E180B,190,mm,1.94,mm,256.4,MPa,369,MPa,74.7,MPa,Cylinder,1730,kN,,,20.8,mm,,,663,mm,,
O'Shea & Bridge,2000,S16E180A,190,mm,1.52,mm,306.1,MPa,381.2,MPa,80.2,MPa,Cylinder,1925,kN,,,14.3,mm,,,663.5,mm,,
O'Shea & Bridge,2000,S10E180B,190,mm,0.86,mm,210.7,MPa,322.1,MPa,74.7,MPa,Cylinder,1532,kN,,,17.9,mm,,,665,mm,,
O'Shea & Bridge,2000,S30E210B,165,mm,2.82,mm,363.3,MPa,466.9,MPa,112.7,MPa,Cylinder,2246,kN,,,6.8,mm,,,578.5,mm,,
O'Shea & Bridge,2000,S20E210B,190,mm,1.94,mm,256.4,MPa,369,MPa,112.7,MPa,Cylinder,2683,kN,,,6.5,mm,,,661.5,mm,,
O'Shea & Bridge,2000,S10E210B,190,mm,0.86,mm,210.7,MPa,322.1,MPa,112.7,MPa,Cylinder,2112,kN,,,4,mm,,,660.5,mm,,
O'Shea & Bridge,2000,S30E110B,165,mm,2.82,mm,363.3,MPa,466.9,MPa,112.7,MPa,Cylinder,1880,kN,,,15.6,mm,,,578.5,mm,,
O'Shea & Bridge,2000,S20E110B,190,mm,1.94,mm,256.4,MPa,369,MPa,112.7,MPa,Cylinder,2386,kN,,,17,mm,,,664.5,mm,,
O'Shea & Bridge,2000,S16E110B,190,mm,1.52,mm,306.1,MPa,381.2,MPa,112.7,MPa,Cylinder,2420,kN,,,12.9,mm,,,660.5,mm,,
O'Shea & Bridge,2000,S12E110B,190,mm,1.13,mm,185.7,MPa,307.6,MPa,112.7,MPa,Cylinder,1925,kN,,,17.1,mm,,,662,mm,,
Yamamoto et al.,2000,C10A-2A-1,101.4,mm,3.03,mm,371,MPa,,,23.2,MPa,Cylinder,660,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-2A-2,101.9,mm,3.03,mm,371,MPa,,,23.2,MPa,Cylinder,649,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-2A-3,101.8,mm,3.03,mm,371,MPa,,,23.2,MPa,Cylinder,682,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C20A-2A,216.4,mm,6.61,mm,452,MPa,,,24.3,MPa,Cylinder,3568,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C30A-2A,318.3,mm,10.36,mm,331,MPa,,,24.2,MPa,Cylinder,6565,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-3A-1,101.7,mm,3.03,mm,371,MPa,,,40.2,MPa,Cylinder,800,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-3A-2,101.3,mm,3.03,mm,371,MPa,,,40.2,MPa,Cylinder,742,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C20A-3A,216.4,mm,6.61,mm,452,MPa,,,38.3,MPa,Cylinder,4023,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C30A-3A,318.3,mm,10.36,mm,331,MPa,,,39.3,MPa,Cylinder,7933,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-4A-1,101.9,mm,3.03,mm,371,MPa,,,51.3,MPa,Cylinder,877,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C10A-4A-2,101.5,mm,3.03,mm,371,MPa,,,51.3,MPa,Cylinder,862,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C20A-4A,216.4,mm,6.61,mm,452,MPa,,,46.8,MPa,Cylinder,4214,kN,,,0,mm,,,3,ratio_D,,
Yamamoto et al.,2000,C30A-4A,318.5,mm,10.36,mm,331,MPa,,,52.5,MPa,Cylinder,8289,kN,,,0,mm,,,3,ratio_D,,
Han & Yan,2000,SC154-1,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,342,kN,,,0,mm,,,4158,mm,,
Han & Yan,2000,SC154-2,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,292,kN,,,0,mm,,,4158,mm,,
Han & Yan,2000,SC154-3,108,mm,4.5,mm,348.1,MPa,,,46.8,MPa,Cube/100mm,298,kN,,,0,mm,,,4158,mm,,
Han & Yan,2000,SC154-4,108,mm,4.5,mm,348.1,MPa,,,46.8,MPa,Cube/100mm,280,kN,,,0,mm,,,4158,mm,,
Han & Yan,2000,SC149-1,108,mm,4.5,mm,348.1,MPa,,,46.8,MPa,Cube/100mm,318,kN,,,0,mm,,,4023,mm,,
Han & Yan,2000,SC149-2,108,mm,4.5,mm,348.1,MPa,,,46.8,MPa,Cube/100mm,320,kN,,,0,mm,,,4023,mm,,
Han & Yan,2000,SC141-1,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,350,kN,,,0,mm,,,3807,mm,,
Han & Yan,2000,SC141-2,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,370,kN,,,0,mm,,,3807,mm,,
Han & Yan,2000,SC130-1,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,400,kN,,,0,mm,,,3510,mm,,
Han & Yan,2000,SC130-2,108,mm,4.5,mm,348.1,MPa,,,31.8,MPa,Cube/100mm,390,kN,,,0,mm,,,3510,mm,,
Han & Yan,2000,SC130-3,108,mm,4.5,mm,348.1,MPa,,,46.8,MPa,Cube/100mm,440,kN,,,0,mm,,,3510,mm,,
Johansson & Gylltoft,2002,SFE,159,mm,4.8,mm,433,MPa,568,MPa,64.5,MPa,Cylinder/150mm,2150,kN,,,0,mm,,,650,mm,,
Chen & Hikosaka,2003,A1,219,mm,6,mm,325,MPa,390,MPa,58,MPa,,2989,kN,,,0,mm,,,1000,mm,,
Chen & Hikosaka,2003,A2,219,mm,6,mm,325,MPa,390,MPa,56.1,MPa,,2450,kN,,,25,mm,,,1000,mm,,
Chen & Hikosaka,2003,A3,219,mm,6,mm,325,MPa,390,MPa,59.4,MPa,,1862,kN,,,50,mm,,,1000,mm,,
Chen & Hikosaka,2003,A4,219,mm,6,mm,325,MPa,390,MPa,58,MPa,,1332.8,kN,,,75,mm,,,1000,mm,,
Chen & Hikosaka,2003,A5,219,mm,6,mm,325,MPa,390,MPa,54.1,MPa,,960.4,kN,,,100,mm,,,1000,mm,,
Chen & Hikosaka,2003,A6,219,mm,6,mm,325,MPa,390,MPa,54.1,MPa,,770.3,kN,,,125,mm,,,1000,mm,,
Chen & Hikosaka,2003,B1,219,mm,4,mm,325,MPa,390,MPa,47.6,MPa,,1930.6,kN,,,0,mm,,,1000,mm,,
Chen & Hikosaka,2003,B2,219,mm,4,mm,325,MPa,390,MPa,48.3,MPa,,1646.4,kN,,,25,mm,,,1000,mm,,
Chen & Hikosaka,2003,B3,219,mm,4,mm,325,MPa,390,MPa,49.3,MPa,,1235.8,kN,,,50,mm,,,1000,mm,,
Chen & Hikosaka,2003,B4,219,mm,4,mm,325,MPa,390,MPa,49.3,MPa,,986.9,kN,,,75,mm,,,1000,mm,,
Chen & Hikosaka,2003,B5,219,mm,4,mm,325,MPa,390,MPa,48.3,MPa,,669.3,kN,,,100,mm,,,1000,mm,,
Chen & Hikosaka,2003,B6,219,mm,4,mm,325,MPa,390,MPa,48.3,MPa,,579.2,kN,,,125,mm,,,1000,mm,,
Chen & Hikosaka,2003,C1,219,mm,4,mm,325,MPa,390,MPa,52.3,MPa,,1979.6,kN,,,0,mm,,,1000,mm,,
Chen & Hikosaka,2003,C2,219,mm,4,mm,325,MPa,390,MPa,54.2,MPa,,1695.4,kN,,,25,mm,,,1000,mm,,
Chen & Hikosaka,2003,C3,219,mm,4,mm,325,MPa,390,MPa,54.2,MPa,,1521,kN,,,50,mm,,,1000,mm,,
Chen & Hikosaka,2003,C4,219,mm,4,mm,325,MPa,390,MPa,52,MPa,,1017.2,kN,,,75,mm,,,1000,mm,,
Chen & Hikosaka,2003,C5,219,mm,4,mm,325,MPa,390,MPa,54.1,MPa,,825.2,kN,,,100,mm,,,1000,mm,,
Gopal & Manoharan,2003,A1,76,mm,2,mm,275,MPa,340,MPa,52,MPa,Cube,206,kN,15,mm,15,mm,,,1555,mm,,
Gopal & Manoharan,2003,A2,76,mm,2,mm,275,MPa,340,MPa,52,MPa,Cube,240,kN,12,mm,15,mm,,,1330,mm,,
Gopal & Manoharan,2003,A3,76,mm,2,mm,275,MPa,340,MPa,52,MPa,Cube,265,kN,10,mm,15,mm,,,1105,mm,,
Han & Yao,2003b,S-1,120,mm,2.65,mm,340,MPa,439.6,MPa,20.1,MPa,Cube/150mm,640,kN,,,0,mm,,,360,mm,,
Han & Yao,2003b,S-2,120,mm,2.65,mm,340,MPa,439.6,MPa,20.1,MPa,Cube/150mm,533,kN,,,14,mm,,,360,mm,,
Han & Yao,2003b,S-3,120,mm,2.65,mm,340,MPa,439.6,MPa,36,MPa,Cube/150mm,816,kN,,,0,mm,,,360,mm,,
Han & Yao,2003b,S-4,120,mm,2.65,mm,340,MPa,439.6,MPa,36,MPa,Cube/150mm,600,kN,,,14,mm,,,360,mm,,
Han & Yao,2003b,L-2,120,mm,2.65,mm,340,MPa,439.6,MPa,36,MPa,Cube/150mm,769,kN,,,0,mm,,,1400,mm,,
Han & Yao,2003b,L-1,120,mm,2.65,mm,340,MPa,439.6,MPa,36,MPa,Cube/150mm,590,kN,,,14,mm,,,1400,mm,,
Han & Yao,2003b,L-5,120,mm,2.65,mm,340,MPa,439.6,MPa,30,MPa,Cube/150mm,412,kN,,,31,mm,,,1400,mm,,
Uenaka et al.,2003,t10-000,158.7,mm,0.9,mm,221,MPa,,,18.7,MPa,Cylinder,699.7,kN,,,0,mm,,,450,mm,,
Uenaka et al.,2003,t16-000,157.5,mm,1.5,mm,308,MPa,,,18.7,MPa,Cylinder,815.4,kN,,,0,mm,,,450,mm,,
Uenaka et al.,2003,t23-000,157.7,mm,2.14,mm,286,MPa,,,18.7,MPa,Cylinder,907.5,kN,,,0,mm,,,450,mm,,
Ghannam et al.,2004,C11-N,165,mm,4.7,mm,355,MPa,,,33.4,MPa,Cube,1058,kN,,,0,mm,,,2475,mm,,
Ghannam et al.,2004,C12-N,165,mm,4.7,mm,355,MPa,,,33.4,MPa,Cube,1037,kN,,,0,mm,,,2475,mm,,
Ghannam et al.,2004,C13-LW,165,mm,4.7,mm,355,MPa,,,10,MPa,Cube,800,kN,,,0,mm,,,2475,mm,LightweightConcrete,
Ghannam et al.,2004,C14-LW,165,mm,4.7,mm,355,MPa,,,10,MPa,Cube,834,kN,,,0,mm,,,2475,mm,LightweightConcrete,
Ghannam et al.,2004,C16-N,110,mm,1.9,mm,350,MPa,,,33.4,MPa,Cube,437,kN,,,0,mm,,,2200,mm,,
Ghannam et al.,2004,C17-N,110,mm,1.9,mm,350,MPa,,,33.4,MPa,Cube,368,kN,,,0,mm,,,2200,mm,,
Ghannam et al.,2004,C18-N,110,mm,1.9,mm,350,MPa,,,33.4,MPa,Cube,355,kN,,,0,mm,,,2200,mm,,
Ghannam et al.,2004,C19-N,110,mm,1.9,mm,350,MPa,,,33.4,MPa,Cube,374,kN,,,0,mm,,,2200,mm,,
Ghannam et al.,2004,C22-LW,110,mm,1.9,mm,350,MPa,,,10,MPa,Cube,269,kN,,,0,mm,,,2200,mm,LightweightConcrete,
Ghannam et al.,2004,C23-LW,110,mm,1.9,mm,350,MPa,,,10,MPa,Cube,252,kN,,,0,mm,,,2200,mm,LightweightConcrete,
Ghannam et al.,2004,C24-LW,110,mm,1.9,mm,350,MPa,,,10,MPa,Cube,211,kN,,,0,mm,,,2200,mm,LightweightConcrete,
Ghannam et al.,2004,C25-LW,110,mm,1.9,mm,350,MPa,,,10,MPa,Cube,219,kN,,,0,mm,,,2200,mm,LightweightConcrete,
Giakoumelis & Lam,2004,C3,114.43,mm,3.98,mm,343,MPa,,,31.4,MPa,Cube,948,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C4,114.57,mm,3.99,mm,343,MPa,,,93.6,MPa,Cube,1308,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C5,114.43,mm,3.82,mm,343,MPa,,,34.7,MPa,Cube,929,kN,,,0,mm,,,300,mm,Greased,
Giakoumelis & Lam,2004,C6,114.26,mm,3.93,mm,343,MPa,,,97.2,MPa,Cube,1359,kN,,,0,mm,,,300,mm,Greased,
Giakoumelis & Lam,2004,C7,114.88,mm,4.91,mm,365,MPa,,,34.7,MPa,Cube,1380,kN,,,0,mm,,,300.5,mm,,
Giakoumelis & Lam,2004,C8,115.04,mm,4.92,mm,365,MPa,,,104.9,MPa,Cube,1787,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C9,115.02,mm,5.02,mm,365,MPa,,,57.6,MPa,Cube,1413,kN,,,0,mm,,,300.5,mm,,
Giakoumelis & Lam,2004,C10,114.49,mm,3.75,mm,343,MPa,,,57.6,MPa,Cube,1038,kN,,,0,mm,,,299.3,mm,Greased,
Giakoumelis & Lam,2004,C11,114.29,mm,3.75,mm,343,MPa,,,57.6,MPa,Cube,1067,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C12,114.3,mm,3.85,mm,343,MPa,,,31.9,MPa,Cube,998,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C13,114.09,mm,3.85,mm,343,MPa,,,31.9,MPa,Cube,948,kN,,,0,mm,,,300.5,mm,Greased,
Giakoumelis & Lam,2004,C14,114.54,mm,3.84,mm,343,MPa,,,98.9,MPa,Cube,1359,kN,,,0,mm,,,300,mm,,
Giakoumelis & Lam,2004,C15,114.37,mm,3.85,mm,343,MPa,,,98.9,MPa,Cube,1182,kN,,,0,mm,,,299.5,mm,Greased,
