Author,Year,Specimen,D,D_units,t,t_units,Fy,Fy_units,Fu,Fu_units,fc,fc_units,fc_type,Pexp,Pexp_units,d_at_Pexp,d_at_Pexp_units,et,et_units,eb,eb_units,L,L_units,Tags,Notes
Guler et al.,2013,CF3-1,76.19,mm,2.99,mm,278,MPa,374,MPa,145,MPa,Cylinder,805,kN,,,0,mm,,,300,mm,,
Guler et al.,2013,CF3-2,75.84,mm,2.99,mm,278,MPa,374,MPa,145,MPa,Cylinder,796,kN,,,0,mm,,,300,mm,,
Guler et al.,2013,CF3-3,75.97,mm,2.98,mm,278,MPa,374,MPa,145,MPa,Cylinder,801,kN,,,0,mm,,,300,mm,,
Guler et al.,2013,CF3.3-1,76.18,mm,3.31,mm,305,MPa,402,MPa,145,MPa,Cylinder,841,kN,,,0,mm,,,300,mm,,
Portoles et al.,2013,1,159,mm,6,mm,394,MPa,,,37.7,MPa,Cylinder,1414,kN,,,0,mm,,,2135,mm,,
Portoles et al.,2013,2,159,mm,6,mm,377,MPa,,,39.9,MPa,Cylinder,851,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2013,3,159,mm,6,mm,377,MPa,,,40.1,MPa,Cylinder,587,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2013,9,159,mm,6,mm,376,MPa,,,75.7,MPa,Cylinder,870,kN,,,50,mm,,,2135,mm,,
Portoles et al.,2013,13,159,mm,6,mm,457,MPa,,,120.1,MPa,Cylinder,2792,kN,,,0,mm,,,2135,mm,,
Portoles et al.,2013,14,159,mm,6,mm,487,MPa,,,116,MPa,Cylinder,2193,kN,,,0,mm,,,2135,mm,,
Portoles et al.,2013,15,159,mm,6,mm,380,MPa,,,109.8,MPa,Cylinder,1462,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2013,16,159,mm,6,mm,487,MPa,,,110.7,MPa,Cylinder,1525,kN,,,20,mm,,,2135,mm,,
Portoles et al.,2013,17,159,mm,6,mm,444,MPa,,,91.4,MPa,Cylinder,1033,kN,,,50,mm,,,2135,mm,,
Karmazínová,2015,TS2-1,152,mm,4.5,mm,356.4,MPa,,,27,MPa,Cylinder,1001,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS2-2,152,mm,4.5,mm,356.4,MPa,,,27,MPa,Cylinder,905,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS2-3,152,mm,4.5,mm,356.4,MPa,,,27,MPa,Cylinder,929,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS3,152,mm,4.5,mm,356.4,MPa,,,87.1,MPa,Cylinder,1499,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS5-1,159,mm,4.5,mm,344.4,MPa,,,56.7,MPa,Cylinder,1351,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS5-2,159,mm,4.5,mm,344.4,MPa,,,56.7,MPa,Cylinder,1509,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS5-3,159,mm,4.5,mm,344.4,MPa,,,56.7,MPa,Cylinder,1408,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS6-1,159,mm,4.5,mm,344.4,MPa,,,82.1,MPa,Cylinder,1557,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS6-2,159,mm,4.5,mm,344.4,MPa,,,82.1,MPa,Cylinder,1501,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS6-3,159,mm,4.5,mm,344.4,MPa,,,82.1,MPa,Cylinder,1515,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS8-1,159,mm,4.5,mm,475.4,MPa,,,56.7,MPa,Cylinder,1710,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS8-2,159,mm,4.5,mm,475.4,MPa,,,56.7,MPa,Cylinder,1710,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS8-3,159,mm,4.5,mm,475.4,MPa,,,56.7,MPa,Cylinder,1705,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS9-1,159,mm,4.5,mm,475.4,MPa,,,82.1,MPa,Cylinder,1767,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS9-2,159,mm,4.5,mm,475.4,MPa,,,82.1,MPa,Cylinder,1711,kN,,,0,mm,,,3000,mm,,
Karmazínová,2015,TS9-3,159,mm,4.5,mm,475.4,MPa,,,82.1,MPa,Cylinder,1755,kN,,,0,mm,,,3000,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-300-56,114.3,mm,2.74,mm,235,MPa,,,56.2,MPa,Cylinder,901.81,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-300-66,114.3,mm,2.74,mm,235,MPa,,,66.75,MPa,Cylinder,981.23,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-300-107,114.3,mm,2.74,mm,235,MPa,,,107.2,MPa,Cylinder,1295.06,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-300-56,114.3,mm,5.9,mm,355,MPa,,,56.2,MPa,Cylinder,1735.77,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-300-66,114.3,mm,5.9,mm,355,MPa,,,66.75,MPa,Cylinder,1818.62,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-300-107,114.3,mm,5.9,mm,355,MPa,,,107.2,MPa,Cylinder,1989.86,kN,,,0,mm,,,300,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-600-56,114.3,mm,2.74,mm,235,MPa,,,56.2,MPa,Cylinder,947.75,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-600-66,114.3,mm,2.74,mm,235,MPa,,,66.75,MPa,Cylinder,1031.92,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-600-107,114.3,mm,2.74,mm,235,MPa,,,107.2,MPa,Cylinder,1296.61,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-600-56,114.3,mm,5.9,mm,355,MPa,,,56.2,MPa,Cylinder,1723.19,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-600-66,114.3,mm,5.9,mm,355,MPa,,,66.75,MPa,Cylinder,1810.94,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-600-107,114.3,mm,5.9,mm,355,MPa,,,107.2,MPa,Cylinder,1968.06,kN,,,0,mm,,,600,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-900-56,114.3,mm,2.74,mm,235,MPa,,,56.2,MPa,Cylinder,877.28,kN,,,0,mm,,,900,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-900-66,114.3,mm,2.74,mm,235,MPa,,,66.75,MPa,Cylinder,983.51,kN,,,0,mm,,,900,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-2.74-900-107,114.3,mm,2.74,mm,235,MPa,,,107.2,MPa,Cylinder,1233.24,kN,,,0,mm,,,900,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-900-56,114.3,mm,5.9,mm,355,MPa,,,56.2,MPa,Cylinder,1592.48,kN,,,0,mm,,,900,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-900-66,114.3,mm,5.9,mm,355,MPa,,,66.75,MPa,Cylinder,1713.34,kN,,,0,mm,,,900,mm,,
Ekmekyapar & AL-Eliwi,2016,114.3-5.90-300-107,114.3,mm,5.9,mm,355,MPa,,,107.2,MPa,Cylinder,1907.29,kN,,,0,mm,,,900,mm,,
Ma et al.,2016,Z3,557.2,mm,16,mm,546,MPa,,,31.7,MPa,Cube/150mm,29050,kN,,,0,mm,,,3,ratio_D,,
Ma et al.,2016,Z4,556.7,mm,16,mm,546,MPa,,,31.7,MPa,Cube/150mm,28830,kN,,,0,mm,,,3,ratio_D,,
Ma et al.,2016,Z5,558.5,mm,16,mm,546,MPa,,,31.7,MPa,Cube/150mm,29590,kN,,,0,mm,,,3,ratio_D,,
Ye et al.,2016,CFST-1,165,mm,2.37,mm,287.5,MPa,448.4,MPa,30.2,MPa,Cube,1008,kN,,,0,mm,,,615,mm,,
Ye et al.,2016,CFST-2,165,mm,2.37,mm,287.5,MPa,448.4,MPa,30.2,MPa,Cube,996,kN,,,0,mm,,,615,mm,,
Wang et al.,2016,CD2-1,215.4,mm,2.5,mm,590.4,MPa,619.5,MPa,51.51,MPa,Cube/150mm,3357,kN,,,0,mm,,,657,mm,,
Wang et al.,2016,CD2-2,216.6,mm,2.5,mm,590.4,MPa,619.5,MPa,51.51,MPa,Cube/150mm,3483,kN,,,0,mm,,,657,mm,,
Wang et al.,2016,CD4-1,425.8,mm,5.2,mm,259.8,MPa,418.4,MPa,51.51,MPa,Cube/150mm,10523,kN,,,0,mm,,,1278,mm,,
Wang et al.,2016,CD4-2,427.1,mm,5.1,mm,259.8,MPa,418.4,MPa,51.51,MPa,Cube/150mm,10784,kN,,,0,mm,,,1278,mm,,
Wang et al.,2016,CD6-1,628.5,mm,6.9,mm,276,MPa,437.9,MPa,51.51,MPa,Cube/150mm,21207,kN,,,0,mm,,,1890,mm,,
Wang et al.,2016,CD6-2,628,mm,7.1,mm,276,MPa,437.9,MPa,51.51,MPa,Cube/150mm,21582,kN,,,0,mm,,,1890,mm,,
Wang et al.,2016,CD8-1,817.4,mm,9,mm,278.8,MPa,416.2,MPa,51.51,MPa,Cube/150mm,36933,kN,,,0,mm,,,2460,mm,,
Wang et al.,2016,CD8-2,820.8,mm,9.3,mm,278.8,MPa,416.2,MPa,51.51,MPa,Cube/150mm,37221,kN,,,0,mm,,,2460,mm,,
Zhu et al.,2016,Z3,558.1,mm,16.53,mm,546,MPa,,,31.7,MPa,Cube/150mm,29050,kN,,,0,mm,,,997.5,mm,,
Zhu et al.,2016,Z4,557.65,mm,16.52,mm,546,MPa,,,31.7,MPa,Cube/150mm,28830,kN,,,0,mm,,,994.9,mm,,
Zhu et al.,2016,Z5,559.4,mm,16.54,mm,546,MPa,,,31.7,MPa,Cube/150mm,29590,kN,,,0,mm,,,994.85,mm,,
Chen et al.,2017,LL-1,346.49,mm,3.675,mm,318.4,MPa,,,58.34,MPa,Cube/150mm,6327,kN,,,0,mm,,,1037.6,mm,,
Chen et al.,2017,LL-2,346.31,mm,3.665,mm,318.4,MPa,,,62.58,MPa,Cube/150mm,6586,kN,,,0,mm,,,1036.8,mm,,
Chen et al.,2017,LL-3,345.89,mm,3.69,mm,318.4,MPa,,,61.04,MPa,Cube/150mm,6538,kN,,,0,mm,,,1037.2,mm,,
Chen et al.,2017,LM-1,266.42,mm,2.845,mm,311.6,MPa,,,57.63,MPa,Cube/150mm,3963,kN,,,0,mm,,,798.2,mm,,
Chen et al.,2017,LM-2,266.19,mm,2.89,mm,311.6,MPa,,,59.33,MPa,Cube/150mm,3923,kN,,,0,mm,,,798.6,mm,,
Chen et al.,2017,LM-3,265.49,mm,2.823,mm,311.6,MPa,,,59.33,MPa,Cube/150mm,3920,kN,,,0,mm,,,798.5,mm,,
Chen et al.,2017,LS-1,182.48,mm,1.985,mm,312.8,MPa,,,57.63,MPa,Cube/150mm,1803,kN,,,0,mm,,,547.1,mm,,
Chen et al.,2017,LS-2,182.9,mm,1.998,mm,312.8,MPa,,,57.63,MPa,Cube/150mm,1889,kN,,,0,mm,,,547.5,mm,,
Chen et al.,2017,LS-3,182.73,mm,2.038,mm,312.8,MPa,,,59.33,MPa,Cube/150mm,1924,kN,,,0,mm,,,547.3,mm,,
Chen et al.,2017,HL-1,308.83,mm,4.665,mm,350,MPa,,,61.5,MPa,Cube/150mm,6179,kN,,,0,mm,,,920.9,mm,,
Chen et al.,2017,HL-2,307.4,mm,4.69,mm,350,MPa,,,61.05,MPa,Cube/150mm,6277,kN,,,0,mm,,,920.6,mm,,
Chen et al.,2017,HL-3,308.48,mm,4.66,mm,350,MPa,,,60.53,MPa,Cube/150mm,6355,kN,,,0,mm,,,921.5,mm,,
Chen et al.,2017,HM-1,246.94,mm,3.863,mm,362.5,MPa,,,61.5,MPa,Cube/150mm,4071,kN,,,0,mm,,,741.2,mm,,
Chen et al.,2017,HM-2,246.9,mm,3.83,mm,362.5,MPa,,,61.05,MPa,Cube/150mm,4125,kN,,,0,mm,,,741.6,mm,,
Chen et al.,2017,HM-3,246.86,mm,3.813,mm,362.5,MPa,,,60.53,MPa,Cube/150mm,4166,kN,,,0,mm,,,740.9,mm,,
Chen et al.,2017,HS-1,187.22,mm,2.93,mm,353.5,MPa,,,61.5,MPa,Cube/150mm,2272,kN,,,0,mm,,,561.2,mm,,
Chen et al.,2017,HS-2,186.9,mm,2.945,mm,353.5,MPa,,,61.05,MPa,Cube/150mm,2287,kN,,,0,mm,,,561.3,mm,,
Chen et al.,2017,HS-3,187.28,mm,2.9,mm,353.5,MPa,,,60.53,MPa,Cube/150mm,2237,kN,,,0,mm,,,560.9,mm,,
Romero et al.,2017,CFST1,193.7,mm,8,mm,444,MPa,,,40,MPa,Cylinder,1871,kN,,,5,mm,,,3315,mm,,eccentricity
Romero et al.,2017,CFST2,193.7,mm,8,mm,444,MPa,,,142,MPa,Cylinder,2703,kN,,,5,mm,,,3315,mm,,eccentricity
Wang et al.,2017a,2D/t55-1,219.4,mm,4.3,mm,352.1,MPa,450,MPa,59.78,MPa,Cube/150mm,4234,kN,,,0,mm,,,657,mm,,
Wang et al.,2017a,2D/t55-2,220.7,mm,4.3,mm,352.1,MPa,450,MPa,59.78,MPa,Cube/150mm,4245,kN,,,0,mm,,,657,mm,,
Wang et al.,2017a,4D/t55-1,425.2,mm,7.9,mm,276.2,MPa,386,MPa,59.78,MPa,Cube/150mm,14469,kN,,,0,mm,,,1278,mm,,
Wang et al.,2017a,4D/t55-2,426.1,mm,8.2,mm,276.2,MPa,386,MPa,59.78,MPa,Cube/150mm,15077,kN,,,0,mm,,,1278,mm,,
Wang et al.,2017a,6D/t55-1,626.3,mm,11.2,mm,269.1,MPa,393.8,MPa,59.78,MPa,Cube/150mm,29463,kN,,,0,mm,,,1890,mm,,
Wang et al.,2017a,6D/t55-2,626,mm,11.2,mm,269.1,MPa,393.8,MPa,59.78,MPa,Cube/150mm,29294,kN,,,0,mm,,,1890,mm,,
Wang et al.,2017a,2D/t88-1,215.9,mm,2.6,mm,590.4,MPa,619.5,MPa,59.78,MPa,Cube/150mm,4030,kN,,,0,mm,,,657,mm,,
Wang et al.,2017a,2D/t88-2,216.9,mm,2.6,mm,590.4,MPa,619.5,MPa,59.78,MPa,Cube/150mm,4244,kN,,,0,mm,,,657,mm,,
Wang et al.,2017a,4D/t88-1,426.8,mm,5.1,mm,259.8,MPa,418.4,MPa,59.78,MPa,Cube/150mm,12360,kN,,,0,mm,,,1278,mm,,
Wang et al.,2017a,4D/t88-2,425.7,mm,5.1,mm,259.8,MPa,418.4,MPa,59.78,MPa,Cube/150mm,13092,kN,,,0,mm,,,1278,mm,,
Wang et al.,2017a,6D/t88-1,625.6,mm,7.2,mm,276,MPa,437.9,MPa,59.78,MPa,Cube/150mm,23663,kN,,,0,mm,,,1890,mm,,
Wang et al.,2017a,6D/t88-2,632.1,mm,7,mm,276,MPa,437.9,MPa,59.78,MPa,Cube/150mm,26002,kN,,,0,mm,,,1890,mm,,
Wang et al.,2017b,CFST-LA-1,153,mm,1.54,mm,345,MPa,512,MPa,85.4,MPa,Cube/150mm,1823,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-LA-2,153,mm,1.54,mm,345,MPa,512,MPa,85.4,MPa,Cube/150mm,1842,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-LA-3,153,mm,1.54,mm,345,MPa,512,MPa,85.4,MPa,Cube/150mm,1872,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-LB-1,250,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,4871,kN,,,0,mm,,,500,mm,,
Wang et al.,2017b,CFST-LB-2,250,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,4528,kN,,,0,mm,,,500,mm,,
Wang et al.,2017b,CFST-LB-3,250,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,4733,kN,,,0,mm,,,500,mm,,
Wang et al.,2017b,CFST-LC-1,372,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,9163,kN,,,0,mm,,,744,mm,,
Wang et al.,2017b,CFST-LC-2,372,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,9996,kN,,,0,mm,,,744,mm,,
Wang et al.,2017b,CFST-LC-3,372,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,9604,kN,,,0,mm,,,744,mm,,
Wang et al.,2017b,CFST-LD-1,469,mm,4.66,mm,291,MPa,448,MPa,85.4,MPa,Cube/150mm,15827,kN,,,0,mm,,,938,mm,,
Wang et al.,2017b,CFST-LD-2,469,mm,4.66,mm,291,MPa,448,MPa,85.4,MPa,Cube/150mm,16670,kN,,,0,mm,,,938,mm,,
Wang et al.,2017b,CFST-LD-3,469,mm,4.66,mm,291,MPa,448,MPa,85.4,MPa,Cube/150mm,15239,kN,,,0,mm,,,938,mm,,
Wang et al.,2017b,CFST-MA-1,157,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,2117,kN,,,0,mm,,,314,mm,,
Wang et al.,2017b,CFST-MA-2,157,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,2058,kN,,,0,mm,,,314,mm,,
Wang et al.,2017b,CFST-MA-3,157,mm,2.48,mm,326,MPa,477,MPa,85.4,MPa,Cube/150mm,2068,kN,,,0,mm,,,314,mm,,
Wang et al.,2017b,CFST-MB-1,282,mm,4.36,mm,322,MPa,484,MPa,85.4,MPa,Cube/150mm,6811,kN,,,0,mm,,,564,mm,,
Wang et al.,2017b,CFST-MB-2,282,mm,4.36,mm,322,MPa,484,MPa,85.4,MPa,Cube/150mm,6380,kN,,,0,mm,,,564,mm,,
Wang et al.,2017b,CFST-MB-3,282,mm,4.36,mm,322,MPa,484,MPa,85.4,MPa,Cube/150mm,6860,kN,,,0,mm,,,564,mm,,
Wang et al.,2017b,CFST-MC-1,358,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,9947,kN,,,0,mm,,,716,mm,,
Wang et al.,2017b,CFST-MC-2,358,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,10045,kN,,,0,mm,,,716,mm,,
Wang et al.,2017b,CFST-MC-3,358,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,9609,kN,,,0,mm,,,716,mm,,
Wang et al.,2017b,CFST-MD-1,474,mm,7.42,mm,317,MPa,468,MPa,85.4,MPa,Cube/150mm,17787,kN,,,0,mm,,,948,mm,,
Wang et al.,2017b,CFST-MD-2,474,mm,7.42,mm,317,MPa,468,MPa,85.4,MPa,Cube/150mm,18306,kN,,,0,mm,,,948,mm,,
Wang et al.,2017b,CFST-MD-3,474,mm,7.42,mm,317,MPa,468,MPa,85.4,MPa,Cube/150mm,17885,kN,,,0,mm,,,948,mm,,
Wang et al.,2017b,CFST-HA-1,153,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,2264,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-HA-2,153,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,2274,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-HA-3,153,mm,3.64,mm,320,MPa,451,MPa,85.4,MPa,Cube/150mm,2205,kN,,,0,mm,,,306,mm,,
Wang et al.,2017b,CFST-HB-1,235,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,5390,kN,,,0,mm,,,470,mm,,
Wang et al.,2017b,CFST-HB-2,235,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,5047,kN,,,0,mm,,,470,mm,,
Wang et al.,2017b,CFST-HB-3,235,mm,5.66,mm,290,MPa,450,MPa,85.4,MPa,Cube/150mm,5096,kN,,,0,mm,,,470,mm,,
Wang et al.,2017b,CFST-HC-1,393,mm,9.38,mm,312,MPa,451,MPa,85.4,MPa,Cube/150mm,13936,kN,,,0,mm,,,786,mm,,
Wang et al.,2017b,CFST-HC-2,393,mm,9.38,mm,312,MPa,451,MPa,85.4,MPa,Cube/150mm,14406,kN,,,0,mm,,,786,mm,,
Wang et al.,2017b,CFST-HC-3,393,mm,9.38,mm,312,MPa,451,MPa,85.4,MPa,Cube/150mm,14161,kN,,,0,mm,,,786,mm,,
Wang et al.,2017b,CFST-HD-1,477,mm,11.36,mm,310,MPa,446,MPa,85.4,MPa,Cube/150mm,20237,kN,,,0,mm,,,954,mm,,
Wang et al.,2017b,CFST-HD-2,477,mm,11.36,mm,310,MPa,446,MPa,85.4,MPa,Cube/150mm,20462,kN,,,0,mm,,,954,mm,,
Wang et al.,2017b,CFST-HD-3,477,mm,11.36,mm,310,MPa,446,MPa,85.4,MPa,Cube/150mm,19854,kN,,,0,mm,,,954,mm,,
Xiong et al.,2017a,C3,114.3,mm,3.6,mm,403,MPa,505,MPa,173.5,MPa,Cylinder/100mm,2422,kN,,,0,mm,,,250,mm,,
Xiong et al.,2017a,C4,114.3,mm,3.6,mm,403,MPa,505,MPa,173.5,MPa,Cylinder/100mm,2340,kN,,,0,mm,,,250,mm,,
Xiong et al.,2017a,C7,114.3,mm,6.3,mm,428,MPa,519,MPa,173.5,MPa,Cylinder/100mm,2610,kN,,,0,mm,,,250,mm,,
Xiong et al.,2017a,C8,114.3,mm,6.3,mm,428,MPa,519,MPa,173.5,MPa,Cylinder/100mm,2633,kN,,,0,mm,,,250,mm,,
Xiong et al.,2017a,C9,219.1,mm,5,mm,380,MPa,511,MPa,51.6,MPa,Cylinder/100mm,3118,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C10,219.1,mm,5,mm,380,MPa,511,MPa,185.1,MPa,Cylinder/100mm,7837,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C12,219.1,mm,10,mm,381,MPa,509,MPa,51.6,MPa,Cylinder/100mm,5241,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C13,219.1,mm,10,mm,381,MPa,509,MPa,185.1,MPa,Cylinder/100mm,9085,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C15,219.1,mm,6.3,mm,300,MPa,467,MPa,163,MPa,Cylinder/100mm,6915,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C16,219.1,mm,6.3,mm,300,MPa,467,MPa,175.4,MPa,Cylinder/100mm,7407,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C17,219.1,mm,6.3,mm,300,MPa,467,MPa,148.8,MPa,Cylinder/100mm,6838,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017a,C18,219.1,mm,6.3,mm,300,MPa,467,MPa,174.5,MPa,Cylinder/100mm,7569,kN,,,0,mm,,,600,mm,,
Xiong et al.,2017b,CS-1,219.1,mm,16,mm,374,MPa,551,MPa,186,MPa,Cylinder/100mm,6402,kN,8.97,mm,0,mm,,,4195,mm,,
Xiong et al.,2017b,CS-2,219.1,mm,16,mm,374,MPa,551,MPa,181,MPa,Cylinder/100mm,4340,kN,38.73,mm,20,mm,,,3640,mm,,
Xiong et al.,2017b,CS-3,219.1,mm,16,mm,374,MPa,551,MPa,176,MPa,Cylinder/100mm,3293,kN,52.81,mm,50,mm,,,3640,mm,,
Xiong et al.,2017b,CS-4,273,mm,10,mm,412,MPa,521,MPa,180,MPa,Cylinder/100mm,8648,kN,28.71,mm,0,mm,,,4195,mm,,
Xiong et al.,2017b,CS-5,273,mm,10,mm,412,MPa,521,MPa,184,MPa,Cylinder/100mm,5079,kN,51.99,mm,50,mm,,,4450,mm,,
Xiong et al.,2017b,CS-6,273,mm,16,mm,401,MPa,552,MPa,180,MPa,Cylinder/100mm,5288,kN,56.43,mm,50,mm,,,4450,mm,,
Ibañez et al.,2018,C168.3x2.8_30,168.3,mm,2.8,mm,317.8,MPa,,,37.71,MPa,Cylinder,1282.5,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C168.3x2.8_90,168.3,mm,2.8,mm,317.8,MPa,,,93.74,MPa,Cylinder,2375.7,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C159x3_30,159,mm,3,mm,336.28,MPa,,,33.39,MPa,Cylinder,1185.7,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C159x3_90,159,mm,3,mm,336.28,MPa,,,90.85,MPa,Cylinder,2021.7,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C120x2.5_30,120,mm,2.5,mm,445.52,MPa,,,41.44,MPa,Cylinder,879.2,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C120x2.5_90,120,mm,2.5,mm,445.52,MPa,,,94.68,MPa,Cylinder,1417.2,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C100x3_30,100,mm,3,mm,432.09,MPa,,,34.04,MPa,Cylinder,724,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C100x3_90,100,mm,3,mm,432.82,MPa,,,93.51,MPa,Cylinder,1141.3,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C101.6x3_30,101.6,mm,3,mm,425.03,MPa,,,34.04,MPa,Cylinder,703.3,kN,,,0,mm,,,300,mm,,
Ibañez et al.,2018,C101.6x3_31,101.6,mm,3,mm,425.03,MPa,,,93.51,MPa,Cylinder,1075.5,kN,,,0,mm,,,300,mm,,
Wei et al.,2020,C-32-900-60-1,140,mm,4.42,mm,1020,MPa,,,52.5,MPa,Cylinder,3020,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-22-900-60-1,140,mm,6.27,mm,1153,MPa,,,52.5,MPa,Cylinder,4274,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-17-900-60-1,140,mm,8.36,mm,813,MPa,,,52.5,MPa,Cylinder,4436,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-13-900-60-1,140,mm,10.46,mm,773,MPa,,,52.5,MPa,Cylinder,5420,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-23-345-140-1,140,mm,6.21,mm,359,MPa,,,125,MPa,Cylinder,3215,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-23-345-140-2,140,mm,6.21,mm,359,MPa,,,125,MPa,Cylinder,3202,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-17-345-140-1,140,mm,8.19,mm,389,MPa,,,125,MPa,Cylinder,3354,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-17-345-140-2,140,mm,8.19,mm,389,MPa,,,125,MPa,Cylinder,3398,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-12-345-140-1,140,mm,11.58,mm,367,MPa,,,125,MPa,Cylinder,4104,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-12-345-140-2,140,mm,11.58,mm,367,MPa,,,125,MPa,Cylinder,4300,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-8-345-140-1,140,mm,16.72,mm,389,MPa,,,125,MPa,Cylinder,5135,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-8-345-140-2,140,mm,16.72,mm,389,MPa,,,125,MPa,Cylinder,5120,kN,,,0,mm,,,420,mm,,
Wei et al.,2020,C-32-900-140-1,140,mm,4.42,mm,1020,MPa,,,125,MPa,Cylinder,4516,kN,,,0,mm,,,420,mm,,
